,url,paragraph_index,paragraph_text
305,https://www.eznetsoft.com/index.php/about-us/privacy-policy,22.0,"to provide you with information or to ask you to participate in surveys about products, services, news, and events,"
306,https://www.eznetsoft.com/index.php/about-us/privacy-policy,23.0,to allow you to purchase and download products;
307,https://www.eznetsoft.com/index.php/about-us/privacy-policy,24.0,to aggregate broad demographic information in order to understand general user trends; and to ensure our compliance with export control and other applicable laws and regulations.
308,https://www.eznetsoft.com/index.php/about-us/privacy-policy,25.0,"In addition, the Samuel J or Eznetsoft Web Sites contain links to other web sites. However, Samuel J or Eznetsoft is not responsible for the privacy practices or the content of such web sites."
309,https://www.eznetsoft.com/index.php/about-us/privacy-policy,26.0,What We Do with Information Gathered When You Acquire Third Party Products
310,https://www.eznetsoft.com/index.php/about-us/privacy-policy,27.0,"Samuel J or Eznetsoft will never sell, rent or disclose to third parties our users’ personally identifiable information collected from the distribution of our products or gathered on a Samuel J or Eznetsoft Web Site. If you purchase a product or service developed or owned by a third party, Samuel J or Eznetsoft may provide to the product owner or licensor the same information you provide to us."
311,https://www.eznetsoft.com/index.php/about-us/privacy-policy,28.0,"How do we use Information?Subject to your choices, we may use certain information"
312,https://www.eznetsoft.com/index.php/about-us/privacy-policy,29.0, 
313,https://www.eznetsoft.com/index.php/about-us/privacy-policy,30.0,Children
314,https://www.eznetsoft.com/index.php/about-us/privacy-policy,31.0,We do not knowingly collect personal data from children under 13 years or under the applicable age limit (the “Age Limit”). 
315,https://www.eznetsoft.com/index.php/about-us/privacy-policy,32.0,"Many of our Apps and WebSite services are not directed at children under 13. We do however develop some apps that may be used by children under 13 when such is the case, we clearly specify this fact.  But in all cases, we do not collect personally identifiable data from children under 13."
316,https://www.eznetsoft.com/index.php/about-us/privacy-policy,33.0,"Does your app collect any personal and sensitive information?Unity, one of the game engines I use (Roby the Adventurer, for instance), implements an interface on Android to request a device's Android Device ID and the Advertising ID. I don't use these interfaces in my games whatsoever, and have confirmed through tests that the data that could be requested from these interfaces never leaves your device."
317,https://www.eznetsoft.com/index.php/about-us/privacy-policy,34.0,Special Third-Party Relationships
318,https://www.eznetsoft.com/index.php/about-us/privacy-policy,35.0,"On occasion, Samuel J or Eznetsoft will offer our product users and web site visitors the opportunity to participate in third-party or co-branded promotions, sweepstakes or special programs."
319,https://www.eznetsoft.com/index.php/about-us/privacy-policy,36.0,"The use of any information provided by a user in entering such a third party promotion will be specified prior to the user providing such information. We will also specify the manner in which such information is to be used. If your personal information is to be shared with a third party, it will only be done so with your advance informed consent."
320,https://www.eznetsoft.com/index.php/about-us/privacy-policy,37.0,These relationships will be clearly identified by Samuel J or Eznetsoft
321,https://www.eznetsoft.com/index.php/about-us/privacy-policy,38.0,The privacy policy or policies governing such third-party promotions and/or co-branded programs will be specified.
322,https://www.eznetsoft.com/index.php/about-us/privacy-policy,39.0,Communications to our Consumers
323,https://www.eznetsoft.com/index.php/about-us/privacy-policy,40.0,"In addition to product update, promotional and informational e-mails that Samuel J or Eznetsoft sends to its users from time to time, we may, on occasion, invite you to participate in a focus group, phone survey or send you postal mail."
324,https://www.eznetsoft.com/index.php/about-us/privacy-policy,41.0,You may always opt-out of receiving such mail by clicking on the link provided at the bottom of our e-mail to you.
325,https://www.eznetsoft.com/index.php/about-us/privacy-policy,42.0,"Once you supply us with personal information, such as an e-mail address, Samuel J or Eznetsoft does not change the manner of usage of such information from its original purpose, unless we first obtain your informed consent."
326,https://www.eznetsoft.com/index.php/about-us/privacy-policy,43.0,Security of Personal and Payment Information
327,https://www.eznetsoft.com/index.php/about-us/privacy-policy,44.0,"Samuel J or Eznetsoft maintains controls to provide security over certain financial information you provide us, including credit card details, during the purchase process. This is evidenced through:"
328,https://www.eznetsoft.com/index.php/about-us/privacy-policy,45.0,The use of secure connections using SSL to safeguard information when transmitted from the customer’s web browser to Samuel J or Eznetsoft.
329,https://www.eznetsoft.com/index.php/about-us/privacy-policy,46.0,The logical authentication security within the databases that store customer’s credit card numbers.
330,https://www.eznetsoft.com/index.php/about-us/privacy-policy,47.0,Use of encryption of credit card numbers
331,https://www.eznetsoft.com/index.php/about-us/privacy-policy,48.0,Google Analytics and Advertising
332,https://www.eznetsoft.com/index.php/about-us/privacy-policy,49.0,"Samuel J or Eznetsoft may use all features of Google Analytics for Display Advertisers in some of our Apps or Website. This includes obtaining specific visitor cookie data, such as the source, medium, and keyword used to visit our Web Sites. Google Analytics does not store any visitor-specific data and we will not use visitor specific data in any way related to Google Analytics, Google AdWords, and Remarketing."
333,https://www.eznetsoft.com/index.php/about-us/privacy-policy,50.0,Samuel J or Eznetsoft uses remarketing with Google AdWords and analytics to display content-specific advertisements to visitors that have previously visited our site when those visitors go to other websites that have the Google Display Network implemented.
334,https://www.eznetsoft.com/index.php/about-us/privacy-policy,51.0,"Samuel J or Eznetsoft and other third-party vendors, including Google, use first-party cookies (such as the Google Analytics cookie) and third-party cookies (such as the DoubleClick cookie) together to inform, optimize, and serve ads based on visitors’ past visits to our Web Sites."
335,https://www.eznetsoft.com/index.php/about-us/privacy-policy,52.0,"When creating marketing lists, we cannot and do not use any sensitive information about users, including but not limited to health or medical history or information, financial status or other detailed information pertaining to a person’s finances, racial or ethnic origins, religious beliefs or other beliefs of a similar nature, the commission or alleged commission of any crime, political opinions or beliefs, trade union membership, or sexual behavior or orientation."
336,https://www.eznetsoft.com/index.php/about-us/privacy-policy,53.0, 
337,https://www.eznetsoft.com/index.php/about-us/privacy-policy,54.0,Changes to our Privacy Policies
338,https://www.eznetsoft.com/index.php/about-us/privacy-policy,55.0,"We regularly revise our Web Site Privacy policy to keep it up to date with Samuel J or Eznetsoft products, services and web pages."
339,https://www.eznetsoft.com/index.php/about-us/privacy-policy,56.0,What Sites This Covers
340,https://www.eznetsoft.com/index.php/about-us/privacy-policy,57.0,Samuel J or Eznetsoft owns and maintains a variety of Web Sites. Each of these sites may have their own mailing lists or other methods of contacting customers. All of the sites follow this privacy statement for gathering information or sharing personally identifiable information with third parties.
341,https://www.eznetsoft.com/index.php/about-us/privacy-policy,58.0,"Samuel J or Eznetsoft will use reasonable efforts to comply with this privacy statement and will take prompt corrective action when it learns of any failure to comply with its privacy statement. Because of the complex and constantly changing nature of our technology and business, Samuel J or Eznetsoft does not guarantee error-free performance under this privacy statement. Samuel J or Eznetsoft shall not be liable for any incidental, consequential or punitive damages relating to this privacy statement."
342,https://www.eznetsoft.com/index.php/about-us/privacy-policy,59.0,Contacting Us about Privacy
343,https://www.eznetsoft.com/index.php/about-us/privacy-policy,60.0,"If you have any questions about this privacy statement, the practices of our software or Web Sites, you may contact: Support @ eznetsoft.com"
344,https://www.eznetsoft.com/index.php/about-us/privacy-policy,61.0,We Respect your privacy!
345,https://www.eznetsoft.com/index.php/about-us/privacy-policy,62.0, 
346,https://www.eznetsoft.com/index.php/about-us/privacy-policy,63.0,We are so Happy you visited our site today. Please do not forget to bookmark the site and share the link with others. Information Updates about each of our products are done often. So please visit us often.
347,https://www.eznetsoft.com/index.php/about-us/privacy-policy,0.0,"Privacy Policy  & Term of Use (Last updated Sept 24th, 2021)Overview"
348,https://www.eznetsoft.com/index.php/about-us/privacy-policy,1.0,Samuel J or Eznetsoft is committed to protecting your personal information and respecting your privacy. Please read our entire policy.
349,https://www.eznetsoft.com/index.php/about-us/privacy-policy,2.0,"In general, you can visit us on the Web without telling us who you are or revealing any information about yourself."
350,https://www.eznetsoft.com/index.php/about-us/privacy-policy,3.0,"Samuel J or Eznetsoft will not sell, rent or disclose your personally identifiable information to outside parties without your consent unless compelled by law or court order to do so. With your permission, Samuel J or Eznetsoft may send you e-mail regarding our new products, upgrades. In any case, we do not disclose your personally identifiable information to such third parties. Please see below regarding how our privacy policy applies when you purchase third party products on our Web Site."
351,https://www.eznetsoft.com/index.php/about-us/privacy-policy,4.0,"Information that we gather and track, in accordance with the GDPR.Our Mobile Apps will NEVER Collect and share your personal information with Third-parties without your Explicit consent."
352,https://www.eznetsoft.com/index.php/about-us/privacy-policy,5.0,There are times when we may need to collect information from you through our Web Site. This generally involves filling out forms so you can download or order a Samuel J or Eznetsoft or third party product from our Web Site. When you download the products we require you to fill out a form with your name and email address.
353,https://www.eznetsoft.com/index.php/about-us/privacy-policy,6.0,"Samuel J or Eznetsoft uses various methods to collect certain other kinds of information, including:"
354,https://www.eznetsoft.com/index.php/about-us/privacy-policy,7.0,"Device Information, Cookies, Referers, IP addresses, System information"
355,https://www.eznetsoft.com/index.php/about-us/privacy-policy,8.0,"None of these methods can be personally identified with you with the exception of cookies, which can optionally store information that you may enter in forms on our Web Site, as described below."
356,https://www.eznetsoft.com/index.php/about-us/privacy-policy,9.0,Samuel J or Eznetsoft may use Globally Unique Identifiers (GUIDs) to notify us of the installation of one of our products.
357,https://www.eznetsoft.com/index.php/about-us/privacy-policy,10.0,"A Device, may be your Windows Tablet or Android Phone or IOS Device; information we may gather would be device type, screen resolution, RAM size."
358,https://www.eznetsoft.com/index.php/about-us/privacy-policy,11.0,"A ""cookie"" is an element of data that a Web Site can send to your browser, which may then store it on your system. It can be used to provide you with tailored user experience. Some Samuel J or Eznetsoft pages use cookies. Cookies are used to better personalize the content, banners and promotions that you and other users will see. We may use the information to research and understand how our users’ habits in the aggregate are similar or different so that we can enhance your experience on Samuel J or Eznetsoft sites and with our products. With your consent, cookies can optionally store information from forms that you fill out on our site so that next time you visit, you do not have to re-enter this information. For example, this would allow you to enter your zip code so that next time you visit, you can automatically see local content from your area. You can set your browser to notify you when you receive a cookie, giving you the chance to decide whether or not to accept it. Samuel J or Eznetsoft does not require that you accept cookies."
359,https://www.eznetsoft.com/index.php/about-us/privacy-policy,12.0,"A ""referrer"" is the information passed along by a web browser that references the Web URL you linked from, and is automatically collected by our Web server. This information is collected and used by Samuel J or Eznetsoft to understand the web sites referring traffic to our download pages and to present appropriate content to our potential customers. Referrer information is tabulated by Samuel J or Eznetsoft on an aggregated basis to identify general trends and traffic patterns."
360,https://www.eznetsoft.com/index.php/about-us/privacy-policy,13.0,"We are committed to protecting our users’ personal data. We implement appropriate technical and organizational measures to help protect the security of your personal data; however, please note that no system is ever completely secure. We have implemented various policies including pseudonymization, encryption, access, and retention policies to guard against unauthorized access and unnecessary retention of personal data in our systems."
361,https://www.eznetsoft.com/index.php/about-us/privacy-policy,14.0,"Your password protects your user account, so we encourage you to use a strong password that is unique to your account, never share your password with anyone, limit access to your computer and browser, and log out after having used our service."
362,https://www.eznetsoft.com/index.php/about-us/privacy-policy,15.0,How can I Manage or Delete my information?
363,https://www.eznetsoft.com/index.php/about-us/privacy-policy,16.0,"Our Apps store information locally on your device, and some information we store based on your login on our servers are deleted once you Delete your account. To delete information stored by our Apps. You can Request to Delete your information by sending a request to Support @ Eznetsoft.com. Please specify sufficient information for us to identify you and we will delete any related information from our System. We will NOT RETAIN ANY Information from you when send this request.  If you use our Apps, After you have requested deletion of your data, You also MUST Delete the App from your device to make sure all data stored by our App on your device are also deleted.  If you visited our website, there may be cookies stored on your web browser, you can use your browser Settings to delete those cookies. We are not responsible to delete cookies stored on your own browser. You can use the Privacy settings on your browser to prevent cookies from being stored when you visit our website."
364,https://www.eznetsoft.com/index.php/about-us/privacy-policy,17.0,Kind Information that may be collected:
365,https://www.eznetsoft.com/index.php/about-us/privacy-policy,18.0,"When you visit our Website, and the information below is true for most websites. We may collect the following information:IP addresses are used by your computer every time you are connected to the Internet. Your IP address is a number that is used by computers on the network to identify your computer so that data (such as the Web pages you request) can be sent to you. They are automatically gathered by our Web server. Samuel J or Eznetsoft will not use your IP address to attempt to identify your personal information."
366,https://www.eznetsoft.com/index.php/about-us/privacy-policy,19.0,"System information we gather includes time, type of Web browser being used, the operating system/platform, and CPU speed. This information is sent automatically by your Web browser when you are connected to a Web Site and is used by Samuel J or Eznetsoft only for broad demographic statistics. This information is used by Samuel J or Eznetsoft in identifying broad demographic trends and may be used to provide information appropriate for your computer system. You will not be personally identified from this information."
367,https://www.eznetsoft.com/index.php/about-us/privacy-policy,20.0,What We Do With the Information We Gather?
368,https://www.eznetsoft.com/index.php/about-us/privacy-policy,21.0,The personally identifiable information gathered from the forms you fill out on our Web site is used in one of four ways:
369,https://www.eznetsoft.com/index.php/about-us/privacy-policy,22.0,"to provide you with information or to ask you to participate in surveys about products, services, news, and events,"
370,https://www.eznetsoft.com/index.php/about-us/privacy-policy,23.0,to allow you to purchase and download products;
371,https://www.eznetsoft.com/index.php/about-us/privacy-policy,24.0,to aggregate broad demographic information in order to understand general user trends; and to ensure our compliance with export control and other applicable laws and regulations.
372,https://www.eznetsoft.com/index.php/about-us/privacy-policy,25.0,"In addition, the Samuel J or Eznetsoft Web Sites contain links to other web sites. However, Samuel J or Eznetsoft is not responsible for the privacy practices or the content of such web sites."
373,https://www.eznetsoft.com/index.php/about-us/privacy-policy,26.0,What We Do with Information Gathered When You Acquire Third Party Products
374,https://www.eznetsoft.com/index.php/about-us/privacy-policy,27.0,"Samuel J or Eznetsoft will never sell, rent or disclose to third parties our users’ personally identifiable information collected from the distribution of our products or gathered on a Samuel J or Eznetsoft Web Site. If you purchase a product or service developed or owned by a third party, Samuel J or Eznetsoft may provide to the product owner or licensor the same information you provide to us."
375,https://www.eznetsoft.com/index.php/about-us/privacy-policy,28.0,"How do we use Information?Subject to your choices, we may use certain information"
376,https://www.eznetsoft.com/index.php/about-us/privacy-policy,29.0, 
377,https://www.eznetsoft.com/index.php/about-us/privacy-policy,30.0,Children
378,https://www.eznetsoft.com/index.php/about-us/privacy-policy,31.0,We do not knowingly collect personal data from children under 13 years or under the applicable age limit (the “Age Limit”). 
379,https://www.eznetsoft.com/index.php/about-us/privacy-policy,32.0,"Many of our Apps and WebSite services are not directed at children under 13. We do however develop some apps that may be used by children under 13 when such is the case, we clearly specify this fact.  But in all cases, we do not collect personally identifiable data from children under 13."
380,https://www.eznetsoft.com/index.php/about-us/privacy-policy,33.0,"Does your app collect any personal and sensitive information?Unity, one of the game engines I use (Roby the Adventurer, for instance), implements an interface on Android to request a device's Android Device ID and the Advertising ID. I don't use these interfaces in my games whatsoever, and have confirmed through tests that the data that could be requested from these interfaces never leaves your device."
381,https://www.eznetsoft.com/index.php/about-us/privacy-policy,34.0,Special Third-Party Relationships
382,https://www.eznetsoft.com/index.php/about-us/privacy-policy,35.0,"On occasion, Samuel J or Eznetsoft will offer our product users and web site visitors the opportunity to participate in third-party or co-branded promotions, sweepstakes or special programs."
383,https://www.eznetsoft.com/index.php/about-us/privacy-policy,36.0,"The use of any information provided by a user in entering such a third party promotion will be specified prior to the user providing such information. We will also specify the manner in which such information is to be used. If your personal information is to be shared with a third party, it will only be done so with your advance informed consent."
384,https://www.eznetsoft.com/index.php/about-us/privacy-policy,37.0,These relationships will be clearly identified by Samuel J or Eznetsoft
385,https://www.eznetsoft.com/index.php/about-us/privacy-policy,38.0,The privacy policy or policies governing such third-party promotions and/or co-branded programs will be specified.
386,https://www.eznetsoft.com/index.php/about-us/privacy-policy,39.0,Communications to our Consumers
387,https://www.eznetsoft.com/index.php/about-us/privacy-policy,40.0,"In addition to product update, promotional and informational e-mails that Samuel J or Eznetsoft sends to its users from time to time, we may, on occasion, invite you to participate in a focus group, phone survey or send you postal mail."
388,https://www.eznetsoft.com/index.php/about-us/privacy-policy,41.0,You may always opt-out of receiving such mail by clicking on the link provided at the bottom of our e-mail to you.
389,https://www.eznetsoft.com/index.php/about-us/privacy-policy,42.0,"Once you supply us with personal information, such as an e-mail address, Samuel J or Eznetsoft does not change the manner of usage of such information from its original purpose, unless we first obtain your informed consent."
390,https://www.eznetsoft.com/index.php/about-us/privacy-policy,43.0,Security of Personal and Payment Information
391,https://www.eznetsoft.com/index.php/about-us/privacy-policy,44.0,"Samuel J or Eznetsoft maintains controls to provide security over certain financial information you provide us, including credit card details, during the purchase process. This is evidenced through:"
392,https://www.eznetsoft.com/index.php/about-us/privacy-policy,45.0,The use of secure connections using SSL to safeguard information when transmitted from the customer’s web browser to Samuel J or Eznetsoft.
393,https://www.eznetsoft.com/index.php/about-us/privacy-policy,46.0,The logical authentication security within the databases that store customer’s credit card numbers.
394,https://www.eznetsoft.com/index.php/about-us/privacy-policy,47.0,Use of encryption of credit card numbers
395,https://www.eznetsoft.com/index.php/about-us/privacy-policy,48.0,Google Analytics and Advertising
396,https://www.eznetsoft.com/index.php/about-us/privacy-policy,49.0,"Samuel J or Eznetsoft may use all features of Google Analytics for Display Advertisers in some of our Apps or Website. This includes obtaining specific visitor cookie data, such as the source, medium, and keyword used to visit our Web Sites. Google Analytics does not store any visitor-specific data and we will not use visitor specific data in any way related to Google Analytics, Google AdWords, and Remarketing."
397,https://www.eznetsoft.com/index.php/about-us/privacy-policy,50.0,Samuel J or Eznetsoft uses remarketing with Google AdWords and analytics to display content-specific advertisements to visitors that have previously visited our site when those visitors go to other websites that have the Google Display Network implemented.
398,https://www.eznetsoft.com/index.php/about-us/privacy-policy,51.0,"Samuel J or Eznetsoft and other third-party vendors, including Google, use first-party cookies (such as the Google Analytics cookie) and third-party cookies (such as the DoubleClick cookie) together to inform, optimize, and serve ads based on visitors’ past visits to our Web Sites."
399,https://www.eznetsoft.com/index.php/about-us/privacy-policy,52.0,"When creating marketing lists, we cannot and do not use any sensitive information about users, including but not limited to health or medical history or information, financial status or other detailed information pertaining to a person’s finances, racial or ethnic origins, religious beliefs or other beliefs of a similar nature, the commission or alleged commission of any crime, political opinions or beliefs, trade union membership, or sexual behavior or orientation."
400,https://www.eznetsoft.com/index.php/about-us/privacy-policy,53.0, 
401,https://www.eznetsoft.com/index.php/about-us/privacy-policy,54.0,Changes to our Privacy Policies
402,https://www.eznetsoft.com/index.php/about-us/privacy-policy,55.0,"We regularly revise our Web Site Privacy policy to keep it up to date with Samuel J or Eznetsoft products, services and web pages."
403,https://www.eznetsoft.com/index.php/about-us/privacy-policy,56.0,What Sites This Covers
404,https://www.eznetsoft.com/index.php/about-us/privacy-policy,57.0,Samuel J or Eznetsoft owns and maintains a variety of Web Sites. Each of these sites may have their own mailing lists or other methods of contacting customers. All of the sites follow this privacy statement for gathering information or sharing personally identifiable information with third parties.
405,https://www.eznetsoft.com/index.php/about-us/privacy-policy,58.0,"Samuel J or Eznetsoft will use reasonable efforts to comply with this privacy statement and will take prompt corrective action when it learns of any failure to comply with its privacy statement. Because of the complex and constantly changing nature of our technology and business, Samuel J or Eznetsoft does not guarantee error-free performance under this privacy statement. Samuel J or Eznetsoft shall not be liable for any incidental, consequential or punitive damages relating to this privacy statement."
406,https://www.eznetsoft.com/index.php/about-us/privacy-policy,59.0,Contacting Us about Privacy
407,https://www.eznetsoft.com/index.php/about-us/privacy-policy,60.0,"If you have any questions about this privacy statement, the practices of our software or Web Sites, you may contact: Support @ eznetsoft.com"
408,https://www.eznetsoft.com/index.php/about-us/privacy-policy,61.0,We Respect your privacy!
409,https://www.eznetsoft.com/index.php/about-us/privacy-policy,62.0, 
410,https://www.eznetsoft.com/index.php/about-us/privacy-policy,63.0,We are so Happy you visited our site today. Please do not forget to bookmark the site and share the link with others. Information Updates about each of our products are done often. So please visit us often.
411,https://sites.google.com/view/audio-stories-books-and-songs,0.0,"""BARANKI APPS"""
412,https://sites.google.com/view/audio-stories-books-and-songs,1.0,Site Usage and User Tracking
413,https://sites.google.com/view/audio-stories-books-and-songs,2.0,"""BARANKI APPS"" tracks user traffic patterns. We do not collect specific data but only track information to determine which areas of our site users like and would consider visiting again. We do not track what an individual user reads or views – just how well each page performs overall. This helps us to provide quality software programming services and helps ensure customer satisfaction."
414,https://sites.google.com/view/audio-stories-books-and-songs,3.0,Personal Information Sharing
415,https://sites.google.com/view/audio-stories-books-and-songs,4.0,"""BARANKI APPS"" does not share or distribute any information or documents about individual users with any third party, except to comply with applicable laws or valid legal processes or to protect the personal safety of our users or the public."
416,https://sites.google.com/view/audio-stories-books-and-songs,5.0,Security
417,https://sites.google.com/view/audio-stories-books-and-songs,6.0,"Our site has advanced industry-standard security measures to prevent data loss, misuse, or alteration.  ""AUDIO STORIES BOOKS & SONGS"" personnel cannot access your personal information. "
418,https://sites.google.com/view/audio-stories-books-and-songs,7.0,Changes
419,https://sites.google.com/view/audio-stories-books-and-songs,8.0,"""BARANKI APPS"" reserves the right to change, alter, or update this Privacy Statement at any time. As a result, we encourage you to review this privacy statement periodically to track changes."
420,https://sites.google.com/view/audio-stories-books-and-songs,9.0,Contact Information
421,https://sites.google.com/view/audio-stories-books-and-songs,10.0,"""BARANKI APPS"" welcomes your comments and questions on this statement. Please do not hesitate to contact us via e-mail at barankiapps2021[at] gmail.com."
422,https://sites.google.com/view/audio-stories-books-and-songs,11.0,We Don’t Collect Information of Children
423,https://sites.google.com/view/audio-stories-books-and-songs,12.0,"Our website and mobile applications comply with the Children’s Online Privacy Protection Act. We don’t knowingly collect personal information from children under the age of 13, and if in the event that a user identifies himself or herself as a child under the age of 13 through a support request, we will not collect, store or use, and will delete in a secure manner, any personal information of such user."
424,https://sites.google.com/view/audio-stories-books-and-songs,0.0,"""BARANKI APPS"""
425,https://sites.google.com/view/audio-stories-books-and-songs,1.0,Site Usage and User Tracking
426,https://sites.google.com/view/audio-stories-books-and-songs,2.0,"""BARANKI APPS"" tracks user traffic patterns. We do not collect specific data but only track information to determine which areas of our site users like and would consider visiting again. We do not track what an individual user reads or views – just how well each page performs overall. This helps us to provide quality software programming services and helps ensure customer satisfaction."
427,https://sites.google.com/view/audio-stories-books-and-songs,3.0,Personal Information Sharing
428,https://sites.google.com/view/audio-stories-books-and-songs,4.0,"""BARANKI APPS"" does not share or distribute any information or documents about individual users with any third party, except to comply with applicable laws or valid legal processes or to protect the personal safety of our users or the public."
429,https://sites.google.com/view/audio-stories-books-and-songs,5.0,Security
430,https://sites.google.com/view/audio-stories-books-and-songs,6.0,"Our site has advanced industry-standard security measures to prevent data loss, misuse, or alteration.  ""AUDIO STORIES BOOKS & SONGS"" personnel cannot access your personal information. "
431,https://sites.google.com/view/audio-stories-books-and-songs,7.0,Changes
432,https://sites.google.com/view/audio-stories-books-and-songs,8.0,"""BARANKI APPS"" reserves the right to change, alter, or update this Privacy Statement at any time. As a result, we encourage you to review this privacy statement periodically to track changes."
433,https://sites.google.com/view/audio-stories-books-and-songs,9.0,Contact Information
434,https://sites.google.com/view/audio-stories-books-and-songs,10.0,"""BARANKI APPS"" welcomes your comments and questions on this statement. Please do not hesitate to contact us via e-mail at barankiapps2021[at] gmail.com."
435,https://sites.google.com/view/audio-stories-books-and-songs,11.0,We Don’t Collect Information of Children
436,https://sites.google.com/view/audio-stories-books-and-songs,12.0,"Our website and mobile applications comply with the Children’s Online Privacy Protection Act. We don’t knowingly collect personal information from children under the age of 13, and if in the event that a user identifies himself or herself as a child under the age of 13 through a support request, we will not collect, store or use, and will delete in a secure manner, any personal information of such user."
437,http://team.urbandroid.org/privacy-policy/,0.0,"Your privacy is very important to us, and we take it seriously. Please read our Privacy Policy and Data consent policy below and let us know if you have any questions or other feedback regarding them, at info@urbandroid.org."
438,http://team.urbandroid.org/privacy-policy/,1.0,Table of Contents
439,http://team.urbandroid.org/privacy-policy/,2.0,Last updated: 2020/07/16
440,http://team.urbandroid.org/privacy-policy/,3.0,We do not collect any privacy information from our users unless they explicitly agree to share such information with us.
441,http://team.urbandroid.org/privacy-policy/,4.0,"What is collected: The bug report contains the user’s email address, his locale, version and name of the used software, device firmware version and a portion of the device log."
442,http://team.urbandroid.org/privacy-policy/,5.0,Sending of a debug report requires user action (needs to be explicitly send from the user’s mail application) and user may review all the information before sending and decide whether they want to share it with us or not.
443,http://team.urbandroid.org/privacy-policy/,6.0,We do not ask for explicit consent as we consider collecting bug report data via email to be a legitimate interest under GDPR.
444,http://team.urbandroid.org/privacy-policy/,7.0,How it is used by us: We use information enclosed in the bug report to provide direct customer support and to help improve the quality of our services and applications and analyse
445,http://team.urbandroid.org/privacy-policy/,8.0,Third parties involved: We use Google GMail (email service) and Help Scout (email helpdesk service) to handle and store email and bug reports. Place of processing is USA.
446,http://team.urbandroid.org/privacy-policy/,9.0,How to modify or delete the information: Request modification or deletion on our email.
447,http://team.urbandroid.org/privacy-policy/,10.0,"How to opt-out from future communications: Sending of a debug report requires user action (needs to be explicitly send from the user’s mail application), so there is no need to opt out. We aren’t initiating any communication by ourselves."
448,http://team.urbandroid.org/privacy-policy/,11.0,Data retention: The bug reports and conversations related to an app are kept for the lifetime of the app (i.e. as long as the app is publicly offered).
449,http://team.urbandroid.org/privacy-policy/,12.0,What is collected & how it is used by us: We are using only your Device Advertising ID to serve ads via Facebook Audience Network. We don’t store any data related to ads on our premises.
450,http://team.urbandroid.org/privacy-policy/,13.0,Third parties involved: 
451,http://team.urbandroid.org/privacy-policy/,14.0,How to modify or delete the information: https://www.facebook.com/full_data_use_policy
452,http://team.urbandroid.org/privacy-policy/,15.0,"How to opt-out from future personal data collection/personalization:
Opt out in Sleep as Android, to turn off ads personalization only for the app. You can do that in Settings > Privacy > Don’t personalize ads."
453,http://team.urbandroid.org/privacy-policy/,16.0,"Urbandroid offers data backup through Android’s data backup framework, and, in case of the Sleep as Android app, also through SleepCloud (see here)."
454,http://team.urbandroid.org/privacy-policy/,17.0,Android’s data backup framework uses whichever backup transport is available on the device.
455,http://team.urbandroid.org/privacy-policy/,18.0,Urbandroid does not have access to the backed up data.
456,http://team.urbandroid.org/privacy-policy/,19.0,More information about the data backup transport is available at https://developer.android.com/guide/topics/data/keyvaluebackup.
457,http://team.urbandroid.org/privacy-policy/,20.0,What is collected: All user-generated app data (including user settings) except files are subject to backup.
458,http://team.urbandroid.org/privacy-policy/,21.0,How it is used by us: We provide the user with means to back up and restore app data from the data backup framework. The backup itself is not under our control and none of the data is accessible to us.
459,http://team.urbandroid.org/privacy-policy/,22.0,"How to modify or delete the information: To delete the data, backup can be disabled in system settings."
460,http://team.urbandroid.org/privacy-policy/,23.0,"How to opt-out from future personal data collection: To stop backing up the data, backup can be disabled in system settings."
461,http://team.urbandroid.org/privacy-policy/,24.0,"What is collected: All analytics data collected are completely anonymous, i.e. cannot be traced back to the data subject. We are collecting device and app usage data – which screens and options are used, and log occurence of certain in-app events."
462,http://team.urbandroid.org/privacy-policy/,25.0,How it is used by us: We are using analytics data to understand how users engage with our apps and to help improve the quality of our services and applications.
463,http://team.urbandroid.org/privacy-policy/,26.0,Third parties involved: Google Analytics for Firebase
464,http://team.urbandroid.org/privacy-policy/,27.0,"How to modify or delete the information: As the data is completely anonymous and cannot be traced back to the data subject, we don’t provide a way to modify or delete the stored information."
465,http://team.urbandroid.org/privacy-policy/,28.0,"How to opt-out from future personal data collection: The analytics data collected is anonymous. However, you can still opt out from analytics in the Sleep as Android app by enabling Settings > Privacy > Don’t collect anonymous usage stats."
466,http://team.urbandroid.org/privacy-policy/,29.0,Data retention: The usage analytics data related to an app are kept for the lifetime of the app (i.e. as long as the app is publicly offered).
467,http://team.urbandroid.org/privacy-policy/,30.0,"In case of Sleep as Android app, data can be backed up to Google Drive."
468,http://team.urbandroid.org/privacy-policy/,31.0,What is collected: All user-generated app data (ie. sleep records and user settings) except recorded sound files are subject to backup.
469,http://team.urbandroid.org/privacy-policy/,32.0,"How it is used by us: We provide the user with means to back up and restore app data from Google Drive. On backup, a zip file is uploaded to a folder on Google Drive. The app has only access to this folder and no other content on the user’s Google Drive storage."
470,http://team.urbandroid.org/privacy-policy/,33.0,"How to modify or delete the information: To delete the data, backup can be disabled in system settings and/or the file can be deleted from the user’s Google Drive."
471,http://team.urbandroid.org/privacy-policy/,34.0,"How to opt-out from future personal data collection: To stop backing up the data, backup can be disabled in system settings."
472,http://team.urbandroid.org/privacy-policy/,35.0,"In case of Sleep as Android app, data can be backed up to Dropbox."
